date,Adjusted SOPR (aSOPR)
2021-03-18,1.04778468
2021-03-19,1.04298025
2021-03-20,1.05793223
2021-03-21,1.04524347
2021-03-22,1.05857595
2021-03-23,1.05844289
2021-03-24,1.05543562
2021-03-25,1.04517652
2021-03-26,1.04057999
2021-03-27,1.09834956
2021-03-28,1.04687708
2021-03-29,1.05872717
2021-03-30,1.06893601
2021-03-31,1.06533397
2021-04-01,1.08285576
2021-04-02,1.05680091
2021-04-03,1.02393479
2021-04-04,1.03037673
2021-04-05,1.03741814
2021-04-06,1.17775195
2021-04-07,1.03235452
2021-04-08,1.03444763
2021-04-09,1.02919367
2021-04-10,1.04624008
2021-04-11,1.07508296
2021-04-12,1.05603942
2021-04-13,1.07303933
2021-04-14,1.09167901
2021-04-15,1.07547474
2021-04-16,1.03281301
2021-04-17,1.03576019
2021-04-18,1.12468603
2021-04-19,1.00890302
2021-04-20,1.01786951
2021-04-21,1.01127774
2021-04-22,1.03539725
2021-04-23,0.99386697
2021-04-24,1.03195358
2021-04-25,1.0017604
2021-04-26,1.03663009
2021-04-27,1.06938847
2021-04-28,1.02750623
2021-04-29,1.04236798
2021-04-30,1.07627016
2021-05-01,1.05519125
2021-05-02,1.05750092
2021-05-03,1.05707344
2021-05-04,1.02853993
2021-05-05,1.03940394
2021-05-06,1.04758872
2021-05-07,1.10540147
2021-05-08,1.04316822
2021-05-09,1.04122753
2021-05-10,1.0304427
2021-05-11,1.0114124
2021-05-12,1.05671868
2021-05-13,0.99124094
2021-05-14,1.00412187
2021-05-15,1.00438526
2021-05-16,0.9906926
2021-05-17,0.96273612
2021-05-18,0.99053533
2021-05-19,0.92845509
2021-05-20,0.95796519
2021-05-21,0.97353847
2021-05-22,0.96008727
2021-05-23,0.96220278
2021-05-24,1.03612992
2021-05-25,0.97562051
2021-05-26,1.01214982
2021-05-27,0.98641047
2021-05-28,0.97265059
2021-05-29,0.97693379
2021-05-30,1.02243854
2021-05-31,0.99085416
2021-06-01,1.01707114
2021-06-02,0.99793511
2021-06-03,1.01516794
2021-06-04,0.9652967
2021-06-05,0.98231564
2021-06-06,0.98885419
2021-06-07,0.98711229
2021-06-08,0.9311498
2021-06-09,1.02055296
2021-06-10,1.00548691
2021-06-11,1.01442378
2021-06-12,0.98245394
2021-06-13,1.00552395
2021-06-14,1.03755815
2021-06-15,1.01494257
2021-06-16,1.00516622
2021-06-17,0.97716033
2021-06-18,0.98604382
2021-06-19,0.98865017
2021-06-20,0.9850987
2021-06-21,0.95845576
2021-06-22,0.96718829
2021-06-23,0.99725418
2021-06-24,0.99523214
2021-06-25,0.87520288
2021-06-26,0.96678593
2021-06-27,1.01269373
2021-06-28,1.0042854
2021-06-29,1.00549732
2021-06-30,0.98292558
2021-07-01,0.97576553
2021-07-02,0.93456031
2021-07-03,1.00404925
2021-07-04,1.01216431
2021-07-05,0.99218225
2021-07-06,0.99358671
2021-07-07,1.00502577
2021-07-08,0.96885209
2021-07-09,1.00167442
2021-07-10,0.99662629
2021-07-11,1.00300071
2021-07-12,1.01307235
2021-07-13,0.98152265
2021-07-14,0.97749846
2021-07-15,0.97065383
2021-07-16,0.97446179
2021-07-17,1.19543542
2021-07-18,0.98126159
2021-07-19,0.98198255
2021-07-20,0.98221341
2021-07-21,1.00010847
2021-07-22,1.02117
2021-07-23,0.93332592
2021-07-24,1.01356695
2021-07-25,1.00246535
2021-07-26,1.10262732
2021-07-27,1.13856305
2021-07-28,1.09210413
2021-07-29,1.29432234
2021-07-30,1.01763801
2021-07-31,1.02686611
2021-08-01,1.01466219
2021-08-02,1.0102496
2021-08-03,0.99219148
2021-08-04,1.01199621
2021-08-05,1.01434331
2021-08-06,1.03223514
2021-08-07,1.03644667
2021-08-08,1.02786326
2021-08-09,1.0405826
2021-08-10,1.0463757
2021-08-11,1.03262853
2021-08-12,1.01724188
2021-08-13,1.0368774
2021-08-14,1.07850361
2021-08-15,1.01371961
2021-08-16,1.035829
2021-08-17,1.02330919
2021-08-18,1.03546299
2021-08-19,1.03585457
2021-08-20,1.04653568
2021-08-21,1.04447844
2021-08-22,1.04400832
2021-08-23,1.07180963
2021-08-24,1.01495265
2021-08-25,1.11105995
2021-08-26,1.03583619
2021-08-27,1.01634098
2021-08-28,1.03071947
2021-08-29,1.01886972
2021-08-30,1.02697522
2021-08-31,1.02051268
2021-09-01,1.02374723
2021-09-02,1.04501228
2021-09-03,1.03207622
2021-09-04,1.03448191
2021-09-05,1.0220342
2021-09-06,1.04722625
2021-09-07,0.99363312
2021-09-08,1.00160378
2021-09-09,1.04123483
2021-09-10,1.00504142
2021-09-11,1.00346316
2021-09-12,1.00620334
2021-09-13,0.99524985
2021-09-14,1.01867121
2021-09-15,1.02183613
2021-09-16,1.01973493
2021-09-17,1.01079888
2021-09-18,1.01672638
2021-09-19,1.01187005
2021-09-20,0.97834706
2021-09-21,0.98056366
2021-09-22,1.00535316
2021-09-23,1.00535735
2021-09-24,0.98802328
2021-09-25,1.0004715
2021-09-26,1.07390003
2021-09-27,1.00595121
2021-09-28,0.99060634
2021-09-29,1.00181323
2021-09-30,1.01174481
2021-10-01,1.02806403
2021-10-02,1.03436427
2021-10-03,1.0105376
2021-10-04,1.01716343
2021-10-05,1.03559811
2021-10-06,1.07175704
2021-10-07,1.04938988
2021-10-08,1.02616751
2021-10-09,1.03154956
2021-10-10,1.0385095
2021-10-11,1.03360494
2021-10-12,1.0335312
2021-10-13,1.04072783
2021-10-14,1.03206043
2021-10-15,1.04677577
2021-10-16,1.0511057
2021-10-17,1.01834383
2021-10-18,1.06473696
2021-10-19,1.1201379
2021-10-20,1.07788105
2021-10-21,1.05393612
2021-10-22,1.01002792
2021-10-23,1.01754326
2021-10-24,1.0366719
2021-10-25,1.05742344
2021-10-26,1.02350187
2021-10-27,0.99316748
2021-10-28,1.03061107
2021-10-29,1.0277879
2021-10-30,1.02342154
2021-10-31,1.04728431
2021-11-01,1.06423185
2021-11-02,1.07916793
2021-11-03,1.05652896
2021-11-04,1.00906778
2021-11-05,1.04572548
2021-11-06,1.03695131
2021-11-07,1.0233783
2021-11-08,1.06150821
2021-11-09,1.05008858
2021-11-10,1.04626622
2021-11-11,1.02659407
2021-11-12,1.11454629
2021-11-13,1.01756674
2021-11-14,1.01550107
2021-11-15,1.0374582
2021-11-16,1.01867081
2021-11-17,1.01370901
2021-11-18,0.98885516
2021-11-19,0.99939502
2021-11-20,1.01186272
2021-11-21,1.01297044
2021-11-22,0.99196204
2021-11-23,1.00076879
2021-11-24,1.0037135
2021-11-25,1.06478693
2021-11-26,0.98771555
2021-11-27,0.99516758
2021-11-28,1.00761927
2021-11-29,1.0239559
2021-11-30,1.00698618
2021-12-01,1.01504911
2021-12-02,0.99955039
2021-12-03,0.99376798
2021-12-04,0.95571192
2021-12-05,0.99063791
2021-12-06,0.98358206
2021-12-07,1.03969526
2021-12-08,0.9919371
2021-12-09,0.98237799
2021-12-10,0.99450401
2021-12-11,1.00788427
2021-12-12,1.00319643
2021-12-13,0.99080918
2021-12-14,1.00671463
2021-12-15,0.99881723
2021-12-16,1.00380525
2021-12-17,0.984276
2021-12-18,0.99614977
2021-12-19,1.00118005
2021-12-20,0.98354177
2021-12-21,1.01184807
2021-12-22,1.00766083
2021-12-23,1.01334606
2021-12-24,1.01560009
2021-12-25,0.99715668
2021-12-26,1.00153643
2021-12-27,1.01395804
2021-12-28,0.98845785
2021-12-29,0.98988183
2021-12-30,1.00063826
2021-12-31,1.00235701
2022-01-01,1.00505525
2022-01-02,0.99892433
2022-01-03,0.98902199
2022-01-04,0.9896868
2022-01-05,0.99558825
2022-01-06,0.97651672
2022-01-07,0.97108573
2022-01-08,0.98570332
2022-01-09,0.99112035
2022-01-10,0.9887775
2022-01-11,0.99124591
2022-01-12,1.01179788
2022-01-13,0.99257288
2022-01-14,0.99417455
2022-01-15,1.00530921
2022-01-16,1.00089521
2022-01-17,0.98202443
2022-01-18,0.98872074
2022-01-19,0.97415063
2022-01-20,0.99138108
2022-01-21,0.95407392
2022-01-22,0.97091482
2022-01-23,0.98428828
2022-01-24,0.97040444
2022-01-25,0.99508476
2022-01-26,0.99453471
2022-01-27,0.98243136
2022-01-28,0.98066242
2022-01-29,0.97196118
2022-01-30,0.9835566
2022-01-31,0.99277573
2022-02-01,1.08332009
2022-02-02,0.98935962
2022-02-03,0.98725991
2022-02-04,1.02215013
2022-02-05,1.01093979
2022-02-06,1.00031876
2022-02-07,1.01590729
2022-02-08,1.01183864
2022-02-09,1.00858145
2022-02-10,1.01337025
2022-02-11,1.0053019
2022-02-12,1.01254017
2022-02-13,1.00168253
2022-02-14,0.99863524
2022-02-15,1.02211085
2022-02-16,1.00501589
2022-02-17,0.9946345
2022-02-18,0.98851019
2022-02-19,0.99728974
2022-02-20,0.98461214
2022-02-21,0.99296361
2022-02-22,0.98495232
2022-02-23,1.0123361
2022-02-24,0.97838194
2022-02-25,0.99667255
2022-02-26,0.991315
2022-02-27,1.00192487
2022-02-28,1.02179984
2022-03-01,1.01660469
2022-03-02,1.01122101
2022-03-03,1.01286005
2022-03-04,0.9873865
2022-03-05,0.99521152
2022-03-06,0.9979716
2022-03-07,0.99235673
2022-03-08,1.002503
2022-03-09,1.00638221
2022-03-10,0.97463854
2022-03-11,1.01573216
2022-03-12,1.0021814
2022-03-13,0.99724135
2022-03-14,0.99717242
2022-03-15,0.99114451
2022-03-16,1.01267591
2022-03-17,0.99146174
2022-03-18,1.00679416
2022-03-19,1.00909217
2022-03-20,1.00138554
2022-03-21,1.00002088
2022-03-22,1.0157457
2022-03-23,1.00360832
2022-03-24,1.0110969
2022-03-25,1.06854292
2022-03-26,1.00508639
2022-03-27,1.01754798
2022-03-28,1.03920436
2022-03-29,1.03125952
2022-03-30,1.00908824
2022-03-31,0.99921862
2022-04-01,1.00877609
2022-04-02,1.00318721
2022-04-03,1.00598364
2022-04-04,1.00727753
2022-04-05,1.00780927
2022-04-06,0.98812322
2022-04-07,0.99129908
2022-04-08,0.99767059
2022-04-09,0.99470939
2022-04-10,1.00008928
2022-04-11,0.98289104
2022-04-12,1.00764637
2022-04-13,0.99851135
2022-04-14,1.00723971
2022-04-15,0.99951394
2022-04-16,0.99780093
2022-04-17,0.99898782
2022-04-18,0.99431832
2022-04-19,1.00295252
2022-04-20,1.00335277
2022-04-21,1.02800137
2022-04-22,0.98955229
2022-04-23,0.99794508
2022-04-24,0.99856741
2022-04-25,0.9861586
2022-04-26,0.99108394
2022-04-27,0.99566903
2022-04-28,1.00025
2022-04-29,0.99155828
2022-04-30,0.9969527
2022-05-01,0.99077147
2022-05-02,0.97639867
2022-05-03,0.98533885
2022-05-04,1.00408561
2022-05-05,0.98729922
2022-05-06,0.98601249
2022-05-07,0.99385659
2022-05-08,0.98370386
2022-05-09,0.93552946
2022-05-10,0.96206004
2022-05-11,0.94806023
2022-05-12,0.94513504
2022-05-13,0.97898234
2022-05-14,1.01905261
2022-05-15,0.99451266
2022-05-16,0.9854312
2022-05-17,0.98748126
2022-05-18,0.97993701
2022-05-19,0.97116289
2022-05-20,0.97372673
2022-05-21,0.988665
2022-05-22,0.9980592
2022-05-23,0.97952252
2022-05-24,0.98549184
2022-05-25,0.99347538
2022-05-26,0.98002656
2022-05-27,0.9705526
2022-05-28,0.99428519
2022-05-29,0.99801846
2022-05-30,1.00960985
2022-05-31,1.01161521
2022-06-01,0.97980858
2022-06-02,0.94713226
2022-06-03,0.98039125
2022-06-04,0.96174011
2022-06-05,0.98567849
2022-06-06,0.99081429
2022-06-07,0.97255974
2022-06-08,0.989097
2022-06-09,0.95473771
2022-06-10,0.9824339
2022-06-11,0.95344747
2022-06-12,0.97440536
2022-06-13,0.92059856
2022-06-14,0.89708254
2022-06-15,0.90463494
2022-06-16,0.93232544
2022-06-17,0.94198226
2022-06-18,0.93076964
2022-06-19,0.98322145
2022-06-20,0.9748337
2022-06-21,0.97254027
2022-06-22,0.95909662
2022-06-23,0.98955479
2022-06-24,0.97865045
2022-06-25,1.00681809
2022-06-26,0.99481648
2022-06-27,0.97283107
2022-06-28,0.97802568
2022-06-29,0.97310686
2022-06-30,0.9180117
2022-07-01,0.96562539
2022-07-02,0.97942522
2022-07-03,0.97397906
2022-07-04,0.9916023
2022-07-05,0.98641437
2022-07-06,0.95827232
2022-07-07,0.99162734
2022-07-08,0.98845643
2022-07-09,0.95595207
2022-07-10,0.99015907
2022-07-11,0.92469113
2022-07-12,0.97141721
2022-07-13,0.98048302
2022-07-14,0.96750489
2022-07-15,0.90350823
2022-07-16,0.99736332
2022-07-17,0.99758344
2022-07-18,0.99978792
2022-07-19,0.9649953
2022-07-20,1.013512
2022-07-21,0.96052377
2022-07-22,0.96397927
2022-07-23,0.98053921
2022-07-24,0.99384469
2022-07-25,0.96978691
2022-07-26,0.96771395
2022-07-27,1.00200902
2022-07-28,1.01311179
2022-07-29,1.00199586
2022-07-30,1.00267755
2022-07-31,0.99216583
2022-08-01,0.99769454
2022-08-02,0.99166089
2022-08-03,0.99884186
2022-08-04,0.97640771
2022-08-05,0.99611366
2022-08-06,1.00079502
2022-08-07,0.99913099
2022-08-08,1.00361683
2022-08-09,0.9646427
2022-08-10,1.01260645
2022-08-11,0.99964209
2022-08-12,1.00211945
2022-08-13,1.00115421
2022-08-14,0.99747961
2022-08-15,0.9930734
2022-08-16,0.99675199
2022-08-17,0.99036811
2022-08-18,0.99687597
2022-08-19,0.94753167
2022-08-20,0.98311632
2022-08-21,0.9940512
2022-08-22,0.9727934
2022-08-23,0.98419828
2022-08-24,0.98362702
2022-08-25,0.98629807
2022-08-26,0.98524158
2022-08-27,0.97106665
2022-08-28,0.99885421
2022-08-29,0.99056737
2022-08-30,0.96170856
2022-08-31,0.98454502
2022-09-01,0.96664604
2022-09-02,0.97674869
2022-09-03,0.99466902
2022-09-04,1.00290488
2022-09-05,0.98909591
2022-09-06,0.95819745
2022-09-07,0.96738723
2022-09-08,0.97922692
2022-09-09,1.01009451
2022-09-10,1.00209266
2022-09-11,0.99061794
2022-09-12,1.0028262
2022-09-13,0.94394164
2022-09-14,0.97460773
2022-09-15,0.96892573
2022-09-16,0.98808612
2022-09-17,0.99185611
2022-09-18,0.98870384
2022-09-19,0.96050345
2022-09-20,0.97275872
2022-09-21,0.97946141
2022-09-22,0.98385057
2022-09-23,0.98631862
2022-09-24,0.99428318
2022-09-25,0.9884025
2022-09-26,0.98820455
2022-09-27,0.98876247
2022-09-28,0.96358882
2022-09-29,0.98819562
2022-09-30,0.98083815
2022-10-01,0.99146555
2022-10-02,0.98976392
2022-10-03,0.99017642
2022-10-04,0.99370927
2022-10-05,0.99117749
2022-10-06,0.99168806
2022-10-07,0.99226345
2022-10-08,0.97205306
2022-10-09,0.99567344
2022-10-10,0.97932384
2022-10-11,0.98229084
2022-10-12,0.95286635
2022-10-13,0.98696423
2022-10-14,0.99222273
2022-10-15,0.99066999
2022-10-16,0.9879547
2022-10-17,0.96397422
2022-10-18,1.02645851
2022-10-19,0.97823022
2022-10-20,0.98532673
2022-10-21,0.98698507
2022-10-22,0.96550218
2022-10-23,0.99472614
2022-10-24,0.99266565
2022-10-25,1.010692
2022-10-26,1.01117331
2022-10-27,1.00271599
2022-10-28,0.9928981
2022-10-29,1.00122554
2022-10-30,0.99053484
2022-10-31,0.9910812
2022-11-01,0.99057089
2022-11-02,0.99291108
2022-11-03,0.99354289
2022-11-04,1.03764824
2022-11-05,1.00218031
2022-11-06,0.98291514
2022-11-07,0.90716659
2022-11-08,0.95247256
2022-11-09,0.89397756
2022-11-10,0.9379763
2022-11-11,0.94775926
2022-11-12,0.91788277
2022-11-13,0.97385611
2022-11-14,0.94463812
2022-11-15,0.93178709
2022-11-16,0.91895151
2022-11-17,0.84657716
2022-11-18,0.74102253
2022-11-19,0.95658909
2022-11-20,0.94740051
2022-11-21,0.92069811
2022-11-22,0.92747211
2022-11-23,1.02287457
2022-11-24,0.96269164
2022-11-25,0.96341503
2022-11-26,0.95146451
2022-11-27,0.97664385
2022-11-28,0.93662668
2022-11-29,0.97615655
2022-11-30,0.96986363
2022-12-01,0.98000007
2022-12-02,0.96409912
2022-12-03,0.97961911
2022-12-04,0.95282453
2022-12-05,0.87285181
2022-12-06,0.94833796
2022-12-07,0.98537429
2022-12-08,0.96965643
2022-12-09,0.95122263
2022-12-10,0.99829406
2022-12-11,0.96980297
2022-12-12,0.98365024
2022-12-13,0.97446324
2022-12-14,0.96303613
2022-12-15,0.98439776
2022-12-16,0.97577813
2022-12-17,0.96638232
2022-12-18,0.98312846
2022-12-19,0.93335341
2022-12-20,0.9844055
2022-12-21,0.95616178
2022-12-22,0.97814786
2022-12-23,0.97721625
2022-12-24,0.97932297
2022-12-25,0.94127521
2022-12-26,0.98875177
2022-12-27,0.96770111
2022-12-28,0.92778707
2022-12-29,0.9466472
2022-12-30,0.98072216
2022-12-31,0.86546495
2023-01-01,0.98287247
2023-01-02,0.9930622
2023-01-03,0.97101547
2023-01-04,0.9679066
2023-01-05,0.97862337
2023-01-06,0.96577578
2023-01-07,0.98043484
2023-01-08,0.98909177
2023-01-09,0.99684623
2023-01-10,0.96863135
2023-01-11,0.94572403
2023-01-12,1.01774263
2023-01-13,1.01997955
2023-01-14,1.03558449
2023-01-15,1.00979393
2023-01-16,1.02494306
2023-01-17,1.02674478
2023-01-18,1.00076029
2023-01-19,0.98485805
2023-01-20,1.01876552
2023-01-21,1.03689667
2023-01-22,1.02899856
2023-01-23,1.01194864
2023-01-24,1.01741876
2023-01-25,1.01197739
2023-01-26,0.98244114
2023-01-27,0.97393657
2023-01-28,1.01283895
2023-01-29,1.019197
2023-01-30,1.00782341
2023-01-31,1.01091926
2023-02-01,1.03777856
2023-02-02,1.01983119
2023-02-03,1.0104866
2023-02-04,1.0244412
2023-02-05,1.00085847
2023-02-06,1.00541162
2023-02-07,1.00454665
2023-02-08,1.0101426
2023-02-09,0.99863606
2023-02-10,0.98222402
2023-02-11,0.99507936
2023-02-12,0.99493369
2023-02-13,0.99023748
2023-02-14,0.99921679
2023-02-15,1.01913545
2023-02-16,1.04183742
2023-02-17,1.0109189
2023-02-18,1.01516027
2023-02-19,1.01492607
2023-02-20,1.01394473
2023-02-21,1.00891837
2023-02-22,0.98557882
2023-02-23,1.01468347
2023-02-24,0.99547379
2023-02-25,0.98540734
2023-02-26,1.00480567
2023-02-27,1.00894049
2023-02-28,0.96273065
2023-03-01,0.97958841
2023-03-02,0.99280717
2023-03-03,0.98359139
2023-03-04,0.99196729
2023-03-05,0.95269289
2023-03-06,0.98722476
2023-03-07,0.8692027
2023-03-08,0.98706993
2023-03-09,0.97361598
2023-03-10,0.95787328
2023-03-11,0.98674879
2023-03-12,0.99314822
2023-03-13,1.04133151
2023-03-14,1.05076888
2023-03-15,1.02409745
2023-03-16,1.01998864
2023-03-17,1.07123617
2023-03-18,1.03062957
2023-03-19,1.02598131
2023-03-20,1.03418165
2023-03-21,1.03433416
2023-03-22,1.02668259
2023-03-23,1.0484247
2023-03-24,1.01858929
2023-03-25,1.00405983
2023-03-26,1.02185635
2023-03-27,1.0452916
2023-03-28,1.00767873
2023-03-29,1.02719644
2023-03-30,0.76648317
2023-03-31,1.02821004
2023-04-01,1.02530001
2023-04-02,1.00935528
2023-04-03,1.01074291
2023-04-04,1.00989326
2023-04-05,1.02782493
2023-04-06,1.00156452
2023-04-07,0.99059781
2023-04-08,1.00731094
2023-04-09,1.00607647
2023-04-10,1.01774067
2023-04-11,1.05957503
2023-04-12,1.00957027
2023-04-13,1.0282863
2023-04-14,1.03085968
2023-04-15,1.009294
2023-04-16,1.01083247
2023-04-17,1.00114007
2023-04-18,1.02475605
2023-04-19,1.02455242
2023-04-20,0.99732543
2023-04-21,1.00476687
2023-04-22,0.99488066
2023-04-23,1.01592269
2023-04-24,0.99569004
2023-04-25,0.99775566
2023-04-26,1.02584912
2023-04-27,1.01282335
2023-04-28,1.01985687
2023-04-29,1.02455911
2023-04-30,1.00482863
2023-05-01,0.99329694
2023-05-02,1.00717949
2023-05-03,1.04501061
2023-05-04,1.00650507
2023-05-05,1.01067063
2023-05-06,1.00303567
2023-05-07,1.181348
2023-05-08,1.01118023
2023-05-09,0.98940699
2023-05-10,1.0003593
2023-05-11,0.99051365
2023-05-12,0.99598187
2023-05-13,0.9994194
2023-05-14,1.00567395
2023-05-15,1.04860187
2023-05-16,1.01339341
2023-05-17,1.0010634
2023-05-18,0.99656308
2023-05-19,0.9915743
2023-05-20,1.00317095
2023-05-21,1.00227751
2023-05-22,1.04449925
2023-05-23,1.00720338
2023-05-24,0.99296954
2023-05-25,1.01999977
2023-05-26,1.00157801
2023-05-27,0.99981246
2023-05-28,1.01575416
2023-05-29,1.01381661
2023-05-30,1.01410756
2023-05-31,0.99976113
2023-06-01,1.00477544
2023-06-02,1.00427629
2023-06-03,0.9993663
2023-06-04,1.0003052
2023-06-05,0.99385194
2023-06-06,0.99886446
2023-06-07,1.00324495
2023-06-08,1.00098865
2023-06-09,1.00081054
2023-06-10,0.98409359
2023-06-11,0.99756689
2023-06-12,0.99328852
2023-06-13,0.99790184
2023-06-14,1.00190925
2023-06-15,0.98356052
2023-06-16,1.0006209
2023-06-17,1.00236994
2023-06-18,1.01659016
2023-06-19,0.98172804
2023-06-20,0.99898782
2023-06-21,1.03289423
2023-06-22,1.02890567
2023-06-23,1.03000588
2023-06-24,1.02506373
2023-06-25,1.01485395
2023-06-26,1.01778824
2023-06-27,1.03158908
2023-06-28,1.02754218
2023-06-29,1.0015064
2023-06-30,1.02382656
2023-07-01,1.06209701
2023-07-02,1.01375312
2023-07-03,1.01301763
2023-07-04,1.01327374
2023-07-05,1.006731
2023-07-06,0.97124492
2023-07-07,1.00457702
2023-07-08,1.00580727
2023-07-09,1.00768932
2023-07-10,1.00703127
2023-07-11,1.01904595
2023-07-12,1.01019806
2023-07-13,1.00407439
2023-07-14,1.0091962
2023-07-15,0.9966935
2023-07-16,1.0031616
2023-07-17,0.98832583
2023-07-18,1.01345408
2023-07-19,1.01286558
2023-07-20,1.0051909
2023-07-21,0.98624636
2023-07-22,1.00619115
2023-07-23,1.00591417
2023-07-24,0.99649506
2023-07-25,0.99761175
2023-07-26,0.99994169
2023-07-27,0.97316613
2023-07-28,0.9164152
2023-07-29,1.00205669
2023-07-30,0.9998649
2023-07-31,0.99669056
2023-08-01,0.99751802
2023-08-02,0.99197242
2023-08-03,1.00027413
2023-08-04,1.00314877
2023-08-05,0.99920778
2023-08-06,1.00409902
2023-08-07,0.99857089
2023-08-08,1.00220546
2023-08-09,1.0089882
2023-08-10,1.00080384
2023-08-11,1.00620219
2023-08-12,1.00677284
2023-08-13,1.00592706
2023-08-14,1.00367791
2023-08-15,1.00267975
2023-08-16,0.99938542
2023-08-17,0.98663978
2023-08-18,0.97097494
2023-08-19,0.98918927
2023-08-20,0.99594468
2023-08-21,0.98243891
2023-08-22,0.9869053
2023-08-23,0.99150146
2023-08-24,0.98126443
2023-08-25,0.98481985
2023-08-26,0.99390835
2023-08-27,1.0046028
2023-08-28,0.99212361
2023-08-29,0.98301255
2023-08-30,1.00352288
2023-08-31,0.99488795
2023-09-01,0.98313204
2023-09-02,0.99449584
2023-09-03,0.99279367
2023-09-04,0.99369522
2023-09-05,0.98541552
2023-09-06,0.98898654
2023-09-07,0.99137832
2023-09-08,0.99783172
2023-09-09,0.9906697
2023-09-10,0.99731632
2023-09-11,0.98455472
2023-09-12,0.99479797
2023-09-13,0.99796956
2023-09-14,1.01536935
2023-09-15,1.00437739
2023-09-16,1.0013725
2023-09-17,1.00141807
2023-09-18,1.01780295
2023-09-19,1.03155822
2023-09-20,0.99789277
2023-09-21,0.99553864
2023-09-22,0.99810271
2023-09-23,0.99887931
2023-09-24,0.99998204
2023-09-25,0.99584952
2023-09-26,0.99748474
2023-09-27,0.9957052
2023-09-28,1.00168157
2023-09-29,1.00679471
2023-09-30,1.00707464
2023-10-01,1.00462793
2023-10-02,1.01071348
2023-10-03,1.00285714
2023-10-04,1.01043084
2023-10-05,0.99758751
2023-10-06,1.01243468
2023-10-07,1.01496966
2023-10-08,1.00377397
2023-10-09,1.01237386
2023-10-10,0.99992679
2023-10-11,0.99658845
2023-10-12,0.99159129
2023-10-13,0.99714852
2023-10-14,1.02698293
2023-10-15,1.0024258
2023-10-16,1.0143185
2023-10-17,1.00971558
2023-10-18,1.012047
2023-10-19,0.98766479
2023-10-20,1.02211775
2023-10-21,1.01302925
2023-10-22,1.0103484
2023-10-23,1.03603777
2023-10-24,1.07006837
2023-10-25,1.03787852
2023-10-26,1.05594934
2023-10-27,1.02162783
2023-10-28,1.02330256
2023-10-29,1.01970261
2023-10-30,1.02415574
2023-10-31,1.02619018
2023-11-01,1.05648275
2023-11-02,1.03277597
2023-11-03,1.02395634
2023-11-04,1.0186322
2023-11-05,1.01564703
2023-11-06,1.020943
2023-11-07,1.02593402
2023-11-08,1.02706309
2023-11-09,1.06159325
2023-11-10,1.03623303
2023-11-11,1.01780287
2023-11-12,1.01424442
2023-11-13,1.01753419
2023-11-14,1.01166722
2023-11-15,1.0272125
2023-11-16,1.0278299
2023-11-17,1.0147682
2023-11-18,1.0126675
2023-11-19,1.01466118
2023-11-20,1.02712657
2023-11-21,1.03511634
2023-11-22,1.01501499
2023-11-23,1.01538544
2023-11-24,1.01872036
2023-11-25,1.01177038
2023-11-26,1.01712515
2023-11-27,1.00624378
2023-11-28,1.0203909
2023-11-29,1.02227974
2023-11-30,1.0164853
2023-12-01,1.03554019
2023-12-02,1.02113056
2023-12-03,1.02643289
2023-12-04,1.06273438
2023-12-05,1.04742975
2023-12-06,1.06697198
2023-12-07,1.03713856
2023-12-08,1.03255731
2023-12-09,1.03711116
2023-12-10,1.01820693
2023-12-11,1.01683262
2023-12-12,1.04419964
2023-12-13,1.02151387
2023-12-14,1.0264825
2023-12-15,1.03860939
2023-12-16,1.0248784
2023-12-17,1.00757544
2023-12-18,1.02988007
2023-12-19,1.03219031
2023-12-20,1.04149042
2023-12-21,1.02566342
2023-12-22,1.02756563
2023-12-23,1.02615577
2023-12-24,1.04932432
2023-12-25,1.01407221
2023-12-26,1.03423361
2023-12-27,1.08138133
2023-12-28,1.01953529
2023-12-29,1.03034723
2023-12-30,1.01836311
2023-12-31,1.01976257
2024-01-01,1.01554726
2024-01-02,1.04903214
2024-01-03,1.02725475
2024-01-04,1.13706661
2024-01-05,1.03150246
2024-01-06,1.01413387
2024-01-07,1.01419572
2024-01-08,1.03251747
2024-01-09,1.04881371
2024-01-10,1.02893168
2024-01-11,1.04048469
2024-01-12,1.00386987
2024-01-13,1.00093355
2024-01-14,1.00548819
2024-01-15,1.00725182
2024-01-16,1.11650217
2024-01-17,1.01095397
2024-01-18,1.04738871
2024-01-19,1.01395264
2024-01-20,1.00478488
2024-01-21,1.00481432
2024-01-22,1.00097657
2024-01-23,1.00331974
2024-01-24,1.04828439
2024-01-25,1.02058239
2024-01-26,1.01400431
2024-01-27,1.01759708
2024-01-28,1.0136141
2024-01-29,1.01623692
2024-01-30,1.04794777
2024-01-31,1.03195127
2024-02-01,1.00529961
2024-02-02,1.01490915
2024-02-03,1.00645794
2024-02-04,1.00868653
2024-02-05,1.01504907
2024-02-06,1.03097173
2024-02-07,1.02009739
2024-02-08,1.03300081
2024-02-09,1.03752585
2024-02-10,1.02775155
2024-02-11,1.03160663
2024-02-12,1.05053441
2024-02-13,1.030592
2024-02-14,1.07923618
2024-02-15,1.04300326
2024-02-16,1.03375608
2024-02-17,1.02611752
2024-02-18,1.02595785
2024-02-19,1.08891681
2024-02-20,1.02168344
2024-02-21,1.02784505
2024-02-22,1.04257368
2024-02-23,1.04768726
2024-02-24,1.01831326
2024-02-25,1.02567971
2024-02-26,1.04493037
